formula,phase,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Al0.3CrCuFeNi5,3,Al0.3 Cr1 Cu1 Fe1 Ni5,5,0.6385542168674698,0.607233557525574,0.6025253504307555,0.602412943387894,0.6024096570602747,13.0,29.0,16.0,26.855421686746986,1.8957758745826687,28.0,49.0,73.0,24.0,59.62650602409638,3.675424589925972,61.0,26.9815386,63.546,36.5644614,56.98175440722891,3.64396953171723,58.6934,933.47,2180.0,1246.53,1719.1338554216866,143.87060531281764,1728.0,6.0,13.0,7.0,9.506024096385541,1.2077224560894182,10.0,3.0,4.0,1.0,3.9638554216867465,0.06967629554362068,4.0,121.0,139.0,18.0,127.62650602409637,4.848308898243572,124.0,1.61,1.91,0.2999999999999998,1.858192771084337,0.07249237915517505,1.91,1.0,2.0,1.0,1.7590361445783131,0.36580055160400643,2.0,0.0,1.0,1.0,0.03614457831325301,0.06967629554362026,0.0,0.0,10.0,10.0,7.349397590361445,1.4225577006822472,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,9.144578313253012,1.4777181013209464,10.0,0.0,1.0,1.0,0.24096385542168672,0.3658005516040063,0.0,0.0,5.0,5.0,0.18072289156626503,0.3483814777181013,0.0,0.0,5.0,5.0,2.2891566265060237,1.065466686021193,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.710843373493976,1.2686892146900854,2.0,10.32,16.48,6.16,10.787228915662649,0.5767165045725057,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6129682289156626,0.36089025809261127,0.5953947,225.0,229.0,4.0,225.96385542168673,1.4632022064160168,225.0
Al0.3CrCuFeNi6,3,Al0.3 Cr1 Cu1 Fe1 Ni6,5,0.6722795282727133,0.6481610603893467,0.6452111039160051,0.6451622781075831,0.6451612935235232,13.0,29.0,16.0,26.978494623655912,1.7528037923459365,28.0,49.0,73.0,24.0,59.77419354838709,3.3437391605966047,61.0,26.9815386,63.546,36.5644614,57.16580232043011,3.343179302578329,58.6934,933.47,2180.0,1246.53,1720.0872043010752,128.66717539599958,1728.0,6.0,13.0,7.0,9.559139784946236,1.1007052838478437,10.0,3.0,4.0,1.0,3.9677419354838706,0.06243496357960496,4.0,121.0,139.0,18.0,127.23655913978493,4.578563995837663,124.0,1.61,1.91,0.2999999999999998,1.8637634408602148,0.06745288472655803,1.91,1.0,2.0,1.0,1.7849462365591398,0.33761128454156547,2.0,0.0,1.0,1.0,0.03225806451612903,0.06243496357960457,0.0,0.0,10.0,10.0,7.419354838709677,1.3041970169961845,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,9.236559139784946,1.3643195745172854,10.0,0.0,1.0,1.0,0.2150537634408602,0.33761128454156547,0.0,0.0,5.0,5.0,0.16129032258064516,0.31217481789802287,0.0,0.0,5.0,5.0,2.258064516129032,0.964273326396115,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.6344086021505375,1.1700774656029596,2.0,10.32,16.48,6.16,10.736989247311827,0.5395537056307081,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6110786021505377,0.32249122534397046,0.5953947,225.0,229.0,4.0,225.86021505376343,1.3504451381662534,225.0
Al0.3CrCuFeNi7,3,Al0.3 Cr1 Cu1 Fe1 Ni7,5,0.700712643719073,0.6816050055500925,0.6796359301381656,0.6796120041802823,0.6796116512072129,13.0,29.0,16.0,27.077669902912618,1.626920539164862,28.0,49.0,73.0,24.0,59.89320388349514,3.0653218965029723,61.0,26.9815386,63.546,36.5644614,57.31411277475727,3.0848345246488873,58.6934,933.47,2180.0,1246.53,1720.855436893204,116.36913940993495,1728.0,6.0,13.0,7.0,9.601941747572816,1.010462814591384,10.0,3.0,4.0,1.0,3.9708737864077666,0.056555754548025666,4.0,121.0,139.0,18.0,126.92233009708737,4.31708926383259,124.0,1.61,1.91,0.2999999999999998,1.8682524271844658,0.06290885097558681,1.91,1.0,2.0,1.0,1.8058252427184467,0.31294184183240636,2.0,0.0,1.0,1.0,0.029126213592233007,0.05655575454802526,0.0,0.0,10.0,10.0,7.475728155339805,1.2027523800546709,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,9.310679611650485,1.2649637100574984,10.0,0.0,1.0,1.0,0.1941747572815534,0.3129418418324064,0.0,0.0,5.0,5.0,0.14563106796116504,0.28277877274012625,0.0,0.0,5.0,5.0,2.233009708737864,0.8803845791309266,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.5728155339805823,1.0839852955038172,2.0,10.32,16.48,6.16,10.696504854368932,0.5117541709868977,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6095558932038835,0.2914770692807992,0.5953947,225.0,229.0,4.0,225.7766990291262,1.2517673673296212,225.0
Al0.3CrFe1.5MnNi,1,Al0.3 Cr1 Fe1.5 Mn1 Ni1,5,0.481425833678806,0.3868393568411578,0.33403242624490836,0.31980620217822847,0.31408891912380676,13.0,28.0,15.0,24.979166666666668,1.905381944444444,26.0,49.0,73.0,24.0,55.5,4.479166666666667,55.0,26.9815386,58.6934,31.711861399999997,53.64364720416667,4.019241577256944,55.845,933.47,2180.0,1246.53,1754.9043750000003,212.18294270833334,1811.0,6.0,13.0,7.0,8.104166666666666,1.4019097222222219,8.0,3.0,4.0,1.0,3.9375,0.1171875,4.0,121.0,139.0,18.0,132.5625,5.364583333333334,132.0,1.55,1.91,0.3599999999999999,1.7391666666666665,0.1279513888888889,1.83,1.0,2.0,1.0,1.7916666666666667,0.32986111111111105,2.0,0.0,1.0,1.0,0.0625,0.1171875,0.0,0.0,8.0,8.0,5.625,1.2239583333333335,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.479166666666667,1.3758680555555556,8.0,0.0,1.0,1.0,0.20833333333333334,0.32986111111111105,0.0,0.0,5.0,5.0,0.3125,0.5859375,0.0,0.0,5.0,5.0,3.75,1.1979166666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.270833333333334,1.115451388888889,4.0,10.32,16.48,6.16,11.049288793104166,0.7374685704019093,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7836872959770115,0.8293596900143678,2.1106628,217.0,229.0,12.0,225.41666666666669,3.7326388888888884,229.0
Al0.3CrFe1.5MnNi0.10,3,Al0.3 Cr1 Fe1.5 Mn1 Ni0.1,5,0.5347859901183131,0.4499321727284897,0.4030465059974829,0.39074657073861346,0.3859289787248693,13.0,28.0,15.0,24.282051282051285,1.8803418803418794,26.0,49.0,73.0,24.0,54.23076923076923,3.8264299802761337,55.0,26.9815386,58.6934,31.711861399999997,52.47831963589744,4.169873818803417,55.845,933.47,2180.0,1246.53,1761.113076923077,253.18836291913215,1811.0,6.0,13.0,7.0,7.666666666666666,1.1965811965811968,8.0,3.0,4.0,1.0,3.9230769230769234,0.1420118343195264,4.0,121.0,139.0,18.0,134.53846153846152,4.575936883629192,132.0,1.55,1.91,0.3599999999999999,1.6997435897435897,0.11097961867192639,1.83,1.0,2.0,1.0,1.7435897435897436,0.38132807363576593,2.0,0.0,1.0,1.0,0.07692307692307693,0.14201183431952663,0.0,0.0,8.0,8.0,5.0769230769230775,0.8599605522682447,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.897435897435897,1.05982905982906,8.0,0.0,1.0,1.0,0.25641025641025644,0.381328073635766,0.0,0.0,5.0,5.0,0.38461538461538464,0.710059171597633,0.0,0.0,5.0,5.0,4.153846153846154,0.8678500986193294,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.794871794871795,0.7547666009204471,4.0,10.32,16.48,6.16,11.217586206897437,0.8096021220157801,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8271394335101679,0.98732566653064,2.1106628,217.0,229.0,12.0,225.51282051282053,4.47074293228139,229.0
Al0.3CrFe1.5MnNi0.5,1,Al0.3 Cr1 Fe1.5 Mn1 Ni0.5,5,0.49823919268903605,0.4111762606393993,0.3657915075007637,0.35441877221347895,0.35002918151296913,13.0,28.0,15.0,24.62790697674419,1.9145484045429952,26.0,49.0,73.0,24.0,54.86046511627907,4.056246619794483,55.0,26.9815386,58.6934,31.711861399999997,53.05646664651163,4.131555842076798,55.845,933.47,2180.0,1246.53,1758.0327906976745,233.2176852352623,1811.0,6.0,13.0,7.0,7.883720930232558,1.2871822606814496,8.0,3.0,4.0,1.0,3.9302325581395348,0.12979989183342358,4.0,121.0,139.0,18.0,133.5581395348837,5.062195781503514,132.0,1.55,1.91,0.3599999999999999,1.7193023255813953,0.12157923201730667,1.83,1.0,2.0,1.0,1.7674418604651163,0.35694970254191455,2.0,0.0,1.0,1.0,0.06976744186046512,0.12979989183342347,0.0,0.0,8.0,8.0,5.348837209302326,1.0708491076257438,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.186046511627907,1.222282314764738,8.0,0.0,1.0,1.0,0.23255813953488372,0.3569497025419146,0.0,0.0,5.0,5.0,0.3488372093023256,0.6489994591671174,0.0,0.0,5.0,5.0,3.9534883720930236,1.0059491617090317,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.534883720930233,0.9626825310978908,4.0,10.32,16.48,6.16,11.13408981555814,0.7719456929183341,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8055817838813152,0.9105216391525711,2.1106628,217.0,229.0,12.0,225.46511627906978,4.110329908058409,229.0
Al0.3CrFe1.5MnNi0.5Si0.2,2,Al0.3 Cr1 Fe1.5 Mn1 Ni0.5 Si0.2,6,0.47816521758555586,0.3930912359980244,0.34953643072471596,0.3386668592148535,0.3344723290586844,13.0,28.0,15.0,24.155555555555555,2.4592592592592593,26.0,49.0,78.0,29.0,55.888888888888886,5.382716049382714,55.0,26.9815386,58.6934,31.711861399999997,51.94664590666667,5.44967172148148,55.845,933.47,2180.0,1246.53,1754.8757777777778,226.36024691358023,1811.0,6.0,14.0,8.0,8.155555555555555,1.5753086419753082,8.0,3.0,4.0,1.0,3.888888888888889,0.1975308641975309,4.0,111.0,139.0,28.0,132.55555555555554,5.728395061728394,132.0,1.55,1.91,0.3599999999999999,1.7273333333333332,0.12438518518518518,1.83,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,2.0,0.0,2.0,2.0,0.15555555555555556,0.27654320987654324,0.0,0.0,8.0,8.0,5.111111111111111,1.2345679012345678,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.044444444444444,1.2938271604938272,8.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,5.0,5.0,0.5111111111111111,0.9086419753086419,0.0,0.0,5.0,5.0,3.7777777777777777,1.234567901234568,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.511111111111111,0.9441975308641974,4.0,10.32,20.44,10.120000000000001,11.547685823755556,1.44806981694321,10.73,0.0,0.773,0.773,0.034355555555555556,0.06565728395061729,0.0,0.0,2.1106628,2.1106628,0.7697781490421456,0.8939231006385696,2.1106628,217.0,229.0,12.0,225.53333333333333,3.9822222222222226,229.0
Al0.3CrFe1.5MnNi0.5Ti0.2,1,Al0.3 Cr1 Fe1.5 Mn1 Ni0.5 Ti0.2,6,0.47816521758555586,0.3930912359980244,0.34953643072471596,0.3386668592148535,0.3344723290586844,13.0,28.0,15.0,24.511111111111113,1.9851851851851845,26.0,43.0,73.0,30.0,54.333333333333336,4.4148148148148145,55.0,26.9815386,58.6934,31.711861399999997,52.825823684444444,4.255455087407408,55.845,933.47,2180.0,1246.53,1766.1646666666666,229.35795555555555,1811.0,4.0,13.0,9.0,7.71111111111111,1.4064197530864198,8.0,3.0,4.0,1.0,3.933333333333333,0.12444444444444464,4.0,121.0,160.0,39.0,134.73333333333332,6.038518518518519,132.0,1.54,1.91,0.3699999999999999,1.7113333333333332,0.12325925925925925,1.83,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,2.0,0.0,1.0,1.0,0.06666666666666667,0.12444444444444443,0.0,0.0,8.0,8.0,5.199999999999999,1.1555555555555554,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.044444444444444,1.2938271604938272,8.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,5.0,5.0,0.3333333333333333,0.6222222222222222,0.0,0.0,8.0,8.0,4.133333333333334,1.1140740740740742,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.688888888888889,1.0567901234567902,4.0,10.32,16.69,6.370000000000001,11.38101915708889,1.1517735206469142,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.769779150523627,0.8939224329842487,2.1106628,194.0,229.0,35.0,224.06666666666666,5.813333333333335,229.0
Al0.3CrFe1.5MnNi0.6,3,Al0.3 Cr1 Fe1.5 Mn1 Ni0.6,5,0.4927155315608818,0.40402468636247635,0.35782279309451903,0.346416074203302,0.3420768794673505,13.0,28.0,15.0,24.704545454545457,1.9163223140495858,26.0,49.0,73.0,24.0,55.00000000000001,4.090909090909095,55.0,26.9815386,58.6934,31.711861399999997,53.18457876818183,4.113359463016525,55.845,933.47,2180.0,1246.53,1757.3502272727276,228.692923553719,1811.0,6.0,13.0,7.0,7.9318181818181825,1.3016528925619835,8.0,3.0,4.0,1.0,3.9318181818181825,0.12706611570247872,4.0,121.0,139.0,18.0,133.3409090909091,5.144628099173555,132.0,1.55,1.91,0.3599999999999999,1.7236363636363639,0.12334710743801656,1.83,1.0,2.0,1.0,1.772727272727273,0.35123966942148754,2.0,0.0,1.0,1.0,0.06818181818181819,0.12706611570247936,0.0,0.0,8.0,8.0,5.40909090909091,1.1095041322314052,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.250000000000001,1.2613636363636367,8.0,0.0,1.0,1.0,0.2272727272727273,0.3512396694214877,0.0,0.0,5.0,5.0,0.34090909090909094,0.6353305785123967,0.0,0.0,5.0,5.0,3.9090909090909096,1.0537190082644625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.4772727272727275,1.0010330578512396,4.0,10.32,16.48,6.16,11.115587774295456,0.7653344970072319,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8008048047021945,0.8930849967939587,2.1106628,217.0,229.0,12.0,225.4545454545455,4.028925619834705,229.0
Al0.3CrFe1.5MnNi0.7,3,Al0.3 Cr1 Fe1.5 Mn1 Ni0.7,5,0.488383577240798,0.39800100058188037,0.35052198651144884,0.3388553881874266,0.3344876132561352,13.0,28.0,15.0,24.77777777777778,1.916049382716049,26.0,49.0,73.0,24.0,55.13333333333333,4.207407407407406,55.0,26.9815386,58.6934,31.711861399999997,53.306997017777775,4.092682019160495,55.845,933.47,2180.0,1246.53,1756.6979999999999,224.33555555555557,1811.0,6.0,13.0,7.0,7.977777777777778,1.3135802469135802,8.0,3.0,4.0,1.0,3.933333333333333,0.12444444444444464,4.0,121.0,139.0,18.0,133.13333333333333,5.2148148148148135,132.0,1.55,1.91,0.3599999999999999,1.7277777777777776,0.12483950617283951,1.83,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,2.0,0.0,1.0,1.0,0.06666666666666667,0.12444444444444443,0.0,0.0,8.0,8.0,5.466666666666667,1.1437037037037037,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.311111111111111,1.2958024691358023,8.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,5.0,5.0,0.3333333333333333,0.6222222222222222,0.0,0.0,5.0,5.0,3.8666666666666663,1.0962962962962965,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.422222222222222,1.0350617283950616,4.0,10.32,16.48,6.16,11.097908045977777,0.7585420178795054,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7962401357088122,0.8762817761941252,2.1106628,217.0,229.0,12.0,225.44444444444446,3.9506172839506157,229.0
Al0.3CrFe1.5MnNi0.8,3,Al0.3 Cr1 Fe1.5 Mn1 Ni0.8,5,0.4851285566178565,0.3931297785325327,0.344015724536336,0.33180271792922095,0.3272594918047338,13.0,28.0,15.0,24.847826086956527,1.9139886578449885,26.0,49.0,73.0,24.0,55.2608695652174,4.310018903591686,55.0,26.9815386,58.6934,31.711861399999997,53.42409273478262,4.069895206616253,55.845,933.47,2180.0,1246.53,1756.074130434783,220.1368147448015,1811.0,6.0,13.0,7.0,8.021739130434783,1.3374291115311914,8.0,3.0,4.0,1.0,3.9347826086956528,0.12192816635160628,4.0,121.0,139.0,18.0,132.93478260869566,5.274102079395086,132.0,1.55,1.91,0.3599999999999999,1.7317391304347827,0.12608695652173915,1.83,1.0,2.0,1.0,1.7826086956521738,0.34026465028355396,2.0,0.0,1.0,1.0,0.06521739130434782,0.12192816635160682,0.0,0.0,8.0,8.0,5.521739130434783,1.173913043478261,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.369565217391305,1.3260869565217392,8.0,0.0,1.0,1.0,0.2173913043478261,0.3402646502835539,0.0,0.0,5.0,5.0,0.32608695652173914,0.6096408317580341,0.0,0.0,5.0,5.0,3.8260869565217397,1.1342155009451793,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.369565217391305,1.065217391304348,4.0,10.32,16.48,6.16,11.0809970015,0.7516103904565216,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7918739305847077,0.860079697444756,2.1106628,217.0,229.0,12.0,225.43478260869566,3.8752362948960295,229.0
Al0.3CrFe1.5MnNi0.9,1,Al0.3 Cr1 Fe1.5 Mn1 Ni0.9,5,0.4828427965068177,0.3894149144048593,0.3384609659179003,0.3253850008310798,0.3204255949025549,13.0,28.0,15.0,24.914893617021278,1.9103666817564504,26.0,49.0,73.0,24.0,55.38297872340426,4.400181077410593,55.0,26.9815386,58.6934,31.711861399999997,53.53620565531915,4.045321605070167,55.845,933.47,2180.0,1246.53,1755.4768085106382,216.08850158442735,1811.0,6.0,13.0,7.0,8.063829787234042,1.3716613852421904,8.0,3.0,4.0,1.0,3.9361702127659575,0.1195110909913988,4.0,121.0,139.0,18.0,132.74468085106383,5.323675871435039,132.0,1.55,1.91,0.3599999999999999,1.735531914893617,0.12711634223630602,1.83,1.0,2.0,1.0,1.7872340425531914,0.3349932095971028,2.0,0.0,1.0,1.0,0.06382978723404255,0.11951109099139882,0.0,0.0,8.0,8.0,5.574468085106383,1.200543232231779,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.425531914893616,1.3526482571299232,8.0,0.0,1.0,1.0,0.2127659574468085,0.33499320959710277,0.0,0.0,5.0,5.0,0.3191489361702127,0.597555454956994,0.0,0.0,5.0,5.0,3.7872340425531914,1.167949298325034,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.319148936170213,1.0918967858759618,4.0,10.32,16.48,6.16,11.06480557593617,0.7445756388438202,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7876935214233308,0.8444484756872356,2.1106628,217.0,229.0,12.0,225.4255319148936,3.8026256224535993,229.0
Al0.3CrFe1.5Ni0.5,2,Al0.3 Cr1 Fe1.5 Ni0.5,4,0.5741604642877702,0.5012905968990585,0.46629670754603325,0.45828300358591856,0.45532838389286123,13.0,28.0,15.0,24.51515151515152,2.405876951331496,26.0,49.0,73.0,24.0,55.727272727272734,4.738292011019287,55.0,26.9815386,58.6934,31.711861399999997,52.48629138787879,4.934313469237833,55.845,933.47,2180.0,1246.53,1830.46696969697,211.83820018365486,1811.0,6.0,13.0,7.0,8.151515151515152,1.4416896235078058,8.0,3.0,4.0,1.0,3.9090909090909096,0.1652892561983467,4.0,121.0,139.0,18.0,131.9090909090909,4.3801652892562,132.0,1.61,1.91,0.2999999999999998,1.7706060606060607,0.09623507805325988,1.83,1.0,2.0,1.0,1.696969696969697,0.4224058769513315,2.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,8.0,8.0,5.454545454545455,1.2672176308539944,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.242424242424242,1.5243342516069789,8.0,0.0,1.0,1.0,0.30303030303030304,0.42240587695133164,0.0,0.0,5.0,5.0,0.4545454545454546,0.8264462809917357,0.0,0.0,5.0,5.0,3.6363636363636367,1.1570247933884297,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.3939393939393945,1.0835629017447201,4.0,10.32,16.48,6.16,11.33,0.9363636363636364,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0496035000000001,0.9645993636363637,2.1106628,225.0,229.0,4.0,228.03030303030303,1.4692378328741962,229.0
Al0.3CuCrFeNi2,1,Al0.3 Cu1 Cr1 Fe1 Ni2,5,0.5023972436111075,0.419961929035886,0.38418797688724177,0.3786095478827452,0.3774688995479887,13.0,29.0,16.0,26.207547169811324,2.4065503737985043,28.0,49.0,73.0,24.0,58.84905660377358,5.169099323602706,61.0,26.9815386,63.546,36.5644614,56.012898411320755,4.865699911712352,58.6934,933.47,2180.0,1246.53,1714.115283018868,222.84485582057667,1728.0,6.0,13.0,7.0,9.226415094339623,1.680313278746885,10.0,3.0,4.0,1.0,3.943396226415094,0.10679957280170899,4.0,121.0,139.0,18.0,129.67924528301887,5.2687789248843,124.0,1.61,1.91,0.2999999999999998,1.828867924528302,0.08850124599501598,1.91,1.0,2.0,1.0,1.6226415094339623,0.4699181203275187,2.0,0.0,1.0,1.0,0.05660377358490566,0.10679957280170879,0.0,0.0,10.0,10.0,6.981132075471699,1.9081523673905305,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.660377358490566,1.8939124243503027,10.0,0.0,1.0,1.0,0.37735849056603776,0.4699181203275188,0.0,0.0,5.0,5.0,0.2830188679245283,0.533997864008544,0.0,0.0,5.0,5.0,2.452830188679245,1.5450338198647207,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.1132075471698113,1.6375934496262017,2.0,10.32,16.48,6.16,11.051698113207546,0.6736205055179776,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6229155094339622,0.5614140719117123,0.5953947,225.0,229.0,4.0,226.50943396226415,1.8796724813100758,225.0
